fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_S_dioxide,total_S_dioxide,density,pH,sulphates,alcohol,quality
6.2,0.46,2.05,3.96,0.117,7,41.3,0.99425,3.61,0.54,8.98,5
9.6,0.33,2.01,3.61,2.18,13,51.5,0.99509,3.36,0.76,8.92,7
9.9,0.27,1.68,3.77,3.34,9,37.8,0.99484,3.19,0.52,16.7,7
10.1,0.43,2.04,1.36,0.389,13,57.5,0.99834,3.22,0.64,5.46,7
9.8,0.5,2.88,2.99,3.14,10,37.1,0.99864,3.24,0.6,12.9,7
8.3,0.3,1.18,0.00698,0.696,11,46.1,0.99498,3.27,0.64,19.9,7
10.2,0.44,2.01,6.66,0.805,7,43,0.99566,3.14,0.79,18.6,7
10.2,0.44,0.477,0.00585,0.48,11,42.7,0.99745,3.29,0.99,12.9,7
8.3,0.28,2.05,2.4,2.24,6,44.4,0.99408,3.26,0.62,4.28,7
8.9,0.12,1.46,3.45,1.58,10,48.8,0.99552,3.41,0.76,6.47,7
8.9,0.12,2.44,0.319,5.01,10,44.1,0.99552,3.41,0.76,18.3,7
8.9,0.12,2.26,3.9,1.97,10,44.6,0.99552,3.41,0.76,8.42,7
8.3,0.28,2.1,4.81,0.518,6,45.1,0.99408,3.26,0.62,13,7
8.2,0.31,2.55,2.45,0.38,6,54.4,0.99536,3.31,0.68,5.65,7
10.2,0.34,0.688,6.48,0.972,5,31.7,0.99458,3.2,0.69,26.5,7
7.6,0.43,1.65,2.11,0.548,6,49.7,0.99538,3.44,0.54,10.4,6
8.5,0.21,1.39,3.44,0.477,9,46.9,0.99648,3.36,0.67,20.6,5
9,0.36,1.56,4.06,0.454,5,50.4,0.99568,3.31,0.62,17.1,6
9.5,0.37,1.31,2.77,0.79,12,36.3,0.99613,3.29,0.58,14.3,6
6.4,0.57,1.15,0.982,0.392,25,49.7,0.99519,3.47,0.71,8.96,7
8,0.59,0.509,1.34,0.824,12,50.8,0.99735,3.36,0.61,12.5,5
8.5,0.47,3.89,3.35,1.24,18,47.3,0.99518,3.16,0.85,8.92,6
7.1,0.56,2.59,3.35,4.1,7,36.8,0.99592,3.27,0.62,7.56,5
6.6,0.57,1.1,8.46,0.48,6,38.4,0.99654,3.38,0.69,2.44,5
8.8,0.27,1.13,2.28,0.323,20,45.4,0.99546,3.15,0.69,10.6,6
8.5,0.47,2.46,6.46,2.9,18,44.1,0.99518,3.16,0.85,7.09,6
8.3,0.34,1.27,0.417,0.418,24,45,0.99554,3.34,0.86,8.29,6
9,0.38,0.219,4.61,0.655,6,51.3,0.99604,3.13,0.58,5.42,7
8.5,0.66,2.1,0.46,1.04,23,40,0.99733,3.13,0.48,10.3,5
9,0.4,1.39,2.43,3.61,29,50.2,0.9943,3.2,0.6,6.42,6
6.7,0.56,1.46,1.48,3.11,7,46.9,0.99669,3.46,0.61,2.79,5
10.4,0.26,1.34,1.09,1.2,6,34.2,0.99724,3.33,0.87,13.7,6
10.4,0.26,2.56,12.5,0.634,6,46.9,0.99724,3.33,0.87,10.6,6
10.1,0.38,0.934,3.61,4.22,6,43.5,0.99643,3.22,0.65,8.59,7
8.5,0.34,2.19,7.18,3.35,6,41.3,0.99605,3.52,0.63,4.11,5
8.8,0.33,0.847,1.74,0.447,7,55.9,0.99658,3.3,0.62,15.6,7
7.2,0.41,2.43,2.25,1.87,35,61.7,0.997,3.44,0.52,14.4,5
7.2,0.41,1.4,2.73,2.46,35,37.8,0.997,3.44,0.52,24.3,5
8.4,0.59,2.3,0.883,3.71,31,49.6,0.99801,3.15,0.5,8.91,5
7,0.4,1.96,0.509,1.22,9,47.5,0.99416,3.28,0.49,13.2,7
12.2,0.45,1.05,2.22,0.97,3,42.7,0.9969,3.13,0.63,21.5,5
9.1,0.5,3.1,4.11,0.405,8,38.8,0.99774,3.32,0.71,2.39,6
9.5,0.86,2.73,1.7,3.31,13,44.6,0.99712,3.25,0.62,5.15,5
7.3,0.52,2.37,3.63,1.83,51,41.1,0.99418,3.34,0.82,2.34,6
9.1,0.5,3.04,4.74,4.19,8,42.1,0.99774,3.32,0.71,8.73,6
12.2,0.45,3.42,5.38,2.06,3,51.7,0.9969,3.13,0.63,14,5
7.4,0.58,1.3,1.12,4.11,7,44.8,0.99562,3.45,0.58,10.6,6
9.8,0.34,1.46,8.16,1.7,3,49.4,0.9947,3.19,0.55,14.1,7
7.1,0.36,0.273,0.977,0.828,35,47,0.99693,3.44,0.5,12.7,5
7.7,0.39,3.02,0.351,2.94,19,51.1,0.99596,3.16,0.49,13.5,5
9.7,0.295,0.202,2.82,0.296,14,40.2,0.99556,3.14,0.51,7.81,6
7.7,0.39,1.51,0.33,2.22,19,54.5,0.99596,3.16,0.49,0.759,5
7.1,0.34,0.296,4.47,0.261,31,29.4,0.99694,3.45,0.48,24.3,5
6.5,0.4,2.18,5.89,1.42,30,52.8,0.99554,3.36,0.48,8.94,6
7.1,0.34,2.54,4.91,2.12,31,47.3,0.99694,3.45,0.48,1.92,5
10,0.35,2.04,0.587,1.55,20,47.4,0.99918,3.15,0.43,14.3,5
7.7,0.6,1.06,1.6,1.25,19,41.1,0.99697,3.39,0.62,17.2,6
5.6,0.66,1.76,2.39,1.22,3,35.2,0.99378,3.71,0.63,4.98,7
5.6,0.66,0.693,1.34,0.99,3,51.8,0.99378,3.71,0.63,17.6,7
8.9,0.84,1.64,2.63,3.63,4,48,0.99554,3.12,0.48,2,6
6.4,0.69,0.979,4.56,1.45,7,48.9,0.99162,3.47,0.53,4.51,6
7.5,0.43,0.655,1.67,0.0815,6,55,0.99495,3.44,0.72,8.35,7
9.9,0.35,1.64,0.967,1.52,31,47.1,0.99676,3.26,0.82,8.56,7
9.1,0.29,1.98,2.96,3.62,13,40,0.99516,3.26,0.84,13,7
6.8,0.36,2.32,4.35,0.595,4,46.7,0.9928,3.36,0.55,11.6,7
8.2,0.43,1.91,2.56,0.643,27,42.3,0.99603,3.25,0.54,14.9,5
6.8,0.36,1.32,5.85,2.84,4,51.7,0.9928,3.36,0.55,4.83,7
9.1,0.29,3.6,1.04,0.418,13,40.2,0.99516,3.26,0.84,7.16,7
9.1,0.3,2.31,1.48,0.573,12,42.5,0.99516,3.26,0.84,26,7
8.9,0.35,1.77,0.346,1.56,12,39.1,0.99549,3.23,0.7,6.65,7
9.6,0.5,1.76,5.82,1.55,26,51.7,0.99722,3.18,0.68,21.3,5
8.9,0.28,1.22,4.03,0.942,7,38.6,0.99354,3.25,0.55,8.03,7
8.9,0.32,0.106,3.67,0.0233,12,39,0.9957,3.17,0.55,10.1,6
7.7,1.005,1.66,3.16,0.996,11,41,0.99604,3.23,0.48,14.5,5
7.5,0.71,0.804,0.907,0.405,22,44.3,0.99635,3.38,0.58,5.02,6
8,0.58,1.15,0.509,1.81,3,36.9,0.99454,3.22,0.58,6.9,6
10.5,0.39,1.07,3.11,1.46,14,47,0.99598,3.06,0.84,12.2,6
8.9,0.38,1.85,2.02,2.02,12,47.8,0.99486,3.27,0.75,16.7,7
8,0.18,0.474,0.648,3.75,36,43.7,0.99007,2.89,0.44,17.1,6
8,0.18,0.575,1.95,0.652,36,48,0.99007,2.89,0.44,10.9,6
7,0.5,1.65,0.092,0.176,10,38.9,0.99636,3.53,0.61,3.86,5
11.3,0.36,1.77,2.21,1.13,3,36.3,0.99642,3.2,0.53,11.9,6
11.3,0.36,0.634,2.8,0.477,3,41.8,0.99642,3.2,0.53,23.7,6
7,0.51,2.27,3.14,0.317,4,46.7,0.99584,3.35,0.54,5.19,5
8.2,0.32,1.2,3.41,1.4,3,52.1,0.99506,3.27,0.55,15.5,6
7.7,0.58,0.31,3.24,3.13,12,36.4,0.99568,3.32,0.56,14.4,7
8.6,0.83,3.03,2.92,2.29,17,50.6,0.99822,3.33,0.6,1.19,6
7.9,0.31,1.38,1.67,0.423,14,52.2,0.99364,3.41,0.56,9.05,6
6.4,0.795,1.21,2.38,1.78,28,38.4,0.99378,3.49,0.52,15.3,5
7.2,0.34,0.255,5.98,1.92,41,50.3,0.99586,3.37,0.54,14.2,6
7.7,0.58,3.11,0.271,5.11,12,48.5,0.99568,3.32,0.56,20.2,7
7.1,0.59,0.0457,1.35,0.645,9,39.9,0.99488,3.42,0.55,7.46,7
7.3,0.55,2.31,4.29,1.58,9,47.9,0.99514,3.35,0.58,19.3,7
8.1,0.82,0.66,7.22,1.86,5,49.1,0.99854,3.36,0.53,1.05,5
7.5,0.57,3.2,0.617,0.406,14,48.8,0.99592,3.3,0.59,7.73,6
8.9,0.745,1.65,2.44,0.77,15,47.1,0.99739,3.2,0.47,24.3,6
10.1,0.37,2.13,3.93,3.35,5,54.1,0.99683,3.17,0.65,6.47,7
7.6,0.31,3.51,2.01,4.1,26,46,0.99356,3.22,0.59,10.3,7
7.3,0.91,2.97,1.44,0.434,20,52.8,0.99672,3.35,0.56,15.6,5
8.7,0.41,2.23,4.65,1.44,25,41.2,0.9953,3.24,0.77,0.785,7
8.9,0.5,1.31,0.381,2.15,21,50.8,0.99692,3.33,0.83,7.56,6
7.4,0.965,2.07,1.04,0.191,16,44.9,0.99756,3.58,0.67,14.7,5
6.9,0.49,1.07,3.54,2.36,13,49.8,0.99547,3.38,0.64,9.3,6
8.9,0.5,3.33,1.6,1.75,21,45.4,0.99692,3.33,0.83,0.459,6
9.5,0.39,2.57,7.65,0.85,18,32.3,0.99859,3.29,0.81,7.21,7
6.4,0.39,0.133,3.08,3.1,12,46.7,0.99294,3.36,0.62,5.08,6
6.9,0.44,3.68,1.5,0.855,32,40.1,0.99438,3.32,0.58,6.82,6
7.6,0.78,2.32,3.26,2.89,33,47.1,0.99612,3.31,0.62,23.1,6
7.1,0.43,1.12,1.41,1.29,27,35.9,0.99634,3.49,0.64,11.7,5
9.3,0.49,1.53,0.268,0.0406,3,53.2,0.99702,3.27,0.78,15,6
9.3,0.5,0.861,4.57,3.67,6,38.4,0.99704,3.27,0.77,11.4,6
7.1,0.43,1.97,4.31,2.93,27,40.4,0.99634,3.49,0.64,15.5,5
8.5,0.46,3.25,5.29,3.07,16,48.4,0.99702,3.03,1.34,23.8,5
5.6,0.605,1.64,2.73,1.45,19,38.2,0.99258,3.56,0.55,10.1,5
8.3,0.33,0.0114,2.57,0.279,9,52.9,0.99426,3.38,0.77,11.4,7
8.2,0.64,1.53,0.234,2.28,5,42.2,0.99747,3.13,0.62,11.1,6
8.2,0.64,0.67,2.62,2.45,5,47.1,0.99747,3.13,0.62,6.18,6
8.9,0.48,2.2,0.219,1.57,3,44.3,0.99586,3.21,0.59,5.35,7
7.6,0.42,1.41,5.79,0.0393,28,44.2,0.99784,3.15,0.57,8.64,5
9.9,0.53,2.1,4.53,3.76,30,30.4,0.9971,3.19,0.76,5.12,7
8.9,0.48,1.61,0.511,1.65,3,42.7,0.99586,3.21,0.59,16.7,7
11.6,0.23,1.38,4.08,1.8,3,42.6,0.9981,3.14,0.7,5.21,6
9.1,0.4,0.349,2.19,1.05,7,44.9,0.99462,3.21,0.69,10.5,8
8,0.38,0.454,4.97,1.6,6,51.6,0.9956,3.3,0.64,11.2,6
10.2,0.29,0.682,0.91,1.93,6,47.7,0.99565,3.22,0.63,21.9,6
8.2,0.74,2.31,3.02,1.08,5,43.3,0.99418,3.28,0.57,11.4,6
7.7,0.61,0.837,2.26,2.7,6,40.1,0.9963,3.29,0.6,11.8,6
6.6,0.52,3.65,2.7,0.893,13,46.2,0.99358,3.4,0.72,12.4,7
11.1,0.31,3.68,3.21,1.57,3,44.2,0.99572,3.02,0.83,8.33,7
11.1,0.31,2.77,0.78,0.394,3,45.4,0.99572,3.02,0.83,15.1,7
8,0.62,2.04,7.65,1.1,28,46.7,0.997,3.31,0.62,12.7,5
9.3,0.33,0.931,1.49,0.913,19,43.1,0.99498,3.18,0.89,5.71,7
7.5,0.77,1.35,0.811,4.84,30,41.4,0.99892,3.2,0.58,7.84,5
7.2,0.35,4.1,2.1,0.958,33,43,0.9968,3.4,0.58,4.3,6
8,0.62,3.21,3.36,1.6,16,50.7,0.9972,3.31,0.58,8.78,6
7.5,0.77,0.931,3.26,0.155,30,43.2,0.99892,3.2,0.58,7.5,5
9.1,0.25,3.59,0.136,0.607,45,33.5,0.99769,3.44,0.86,21.5,7
9.9,0.32,4.67,1.37,3.21,3,41.6,0.99534,3.15,0.73,13,6
8.6,0.37,0.518,1.99,2.75,3,51.6,0.99817,3.27,0.58,8.92,5
8.6,0.37,1.95,0.974,4.5,3,58.3,0.99817,3.27,0.58,3.6,5
7.9,0.3,2.11,4.07,1.15,37.5,38.8,0.99316,3.01,0.51,9.69,7
10.3,0.27,3.18,2.4,0.65,3,47.3,0.99471,3.16,0.51,0.379,6
7.9,0.3,1.34,5.03,1.97,37.5,44.4,0.99316,3.01,0.51,10.6,7
7.2,0.38,0.288,0.259,2.23,31,48.3,0.99685,3.42,0.59,8.31,6
8.7,0.42,1.65,5.69,1.5,32,46.9,0.99617,3.33,0.77,8.64,6
7.2,0.38,1.55,3.58,1.51,31,41,0.99685,3.42,0.59,17.1,6
6.8,0.48,0.976,2.06,2.63,40,49.3,0.99529,3.12,0.49,13.6,5
8.5,0.34,3.23,2.91,0.522,3,43.8,0.99738,3.38,0.66,5.87,7
7.9,0.19,1.54,1.05,0.508,18,45.3,0.994,3.29,0.69,16.3,6
11.6,0.41,0.176,0.0402,2.01,22,38.8,0.99735,3.02,0.76,17.3,7
11.6,0.41,2.4,3.31,0.471,22,42.1,0.99735,3.02,0.76,4.51,7
10,0.26,1.98,4.08,0.757,42,47.5,0.99451,2.98,0.63,4.51,8
7.9,0.34,0.853,0.263,2.13,8,48.2,0.99546,3.35,0.6,12.5,6
7,0.54,1.62,2.95,0.916,10,44.2,0.99479,3.43,0.59,4.38,6
9.2,0.31,1.32,4.85,1.37,11,47.6,0.99615,3.33,0.86,10.1,7
6.6,0.725,2.31,2.23,0.754,9,46.4,0.99655,3.35,0.49,14.5,6
9.4,0.4,0.58,7.5,0.919,6,48.1,0.99772,3.15,0.5,7.59,5
6.6,0.725,0.891,0.839,1.54,9,49.9,0.99655,3.35,0.49,10.2,6
8.6,0.52,1.41,4.32,0.172,5,55,0.99666,3.2,0.52,7.99,5
8,0.31,0.475,1.41,0.964,5,50.3,0.99358,3.15,0.81,11.9,7
8.6,0.52,1.73,1.41,1.29,5,45.4,0.99666,3.2,0.52,2.01,5
8.4,0.34,0.0995,1.31,1.28,23,52.2,0.99392,3.11,0.78,13,6
7.4,0.49,2.33,1.06,0.14,14,48.8,0.99388,3.35,0.63,19,6
6.1,0.48,3.16,0.182,1.14,18,51.3,0.99402,3.45,0.54,9.19,6
7.4,0.49,0.257,1.94,0.181,14,49.1,0.99388,3.35,0.63,10.9,6
8,0.48,3.56,0.108,2.58,16,45.8,0.9936,3.28,0.66,23.3,6
6.3,0.57,0.585,6.38,0.612,13,44.9,0.99374,3.41,0.6,2.66,5
8.2,0.23,1.24,6.22,1.81,9,44.4,0.99376,3.21,0.54,5.03,6
9.1,0.3,1.41,1.03,1.3,10,56.6,0.99523,3.27,0.85,24.3,7
8.1,0.78,2.32,0.0989,1.03,4,46.4,0.99855,3.36,0.49,4.98,5
10.8,0.47,1.04,1.7,1.58,27,50.6,0.9982,3.17,0.76,15.8,6
8.3,0.53,0.95,6.47,1.89,6,50.7,0.99593,3.25,0.64,14.2,6
5.4,0.42,1.14,3.57,0.473,23,52.3,0.99471,3.78,0.64,18.8,7
7.9,0.33,1.35,4.83,2.59,6,53.5,0.99396,3.29,0.71,18.6,6
8.9,0.24,2.12,1.63,0.273,3,44.6,0.99698,3.12,0.59,15.8,6
5,0.4,1.04,6.24,1.94,29,48,0.9902,3.49,0.66,15.8,6
7,0.69,1.37,3.8,1.24,15,50.7,0.99572,3.38,0.6,0.454,6
7,0.69,2.15,4.27,1.06,15,53.3,0.99572,3.38,0.6,19,6
7,0.69,1.43,3.46,1.21,15,49.5,0.99572,3.38,0.6,18.5,6
7.1,0.39,0.401,6.5,3.31,14,43.8,0.99252,3.3,0.53,11.4,6
5.6,0.66,1.79,0.99,2.85,7,50.5,0.99256,3.52,0.58,10.6,5
7.9,0.54,1.04,6.08,1.22,8,51.2,0.99235,3.2,0.72,19,8
6.6,0.5,2.36,0.714,1.2,21,41.4,0.99352,3.44,0.55,2.9,6
6.3,0.47,0.854,1.87,1.39,27,46.8,0.9922,3.45,0.48,12.3,6
10.7,0.4,2.2,1.4,0.262,17,45.1,0.99674,3.12,0.65,15.2,6
6.5,0.58,1.18,0.153,0.205,3,54,0.99557,3.62,0.62,13.5,4
8.8,0.24,0.656,0.231,1.43,13,39.8,0.99394,3.14,0.59,17,7
5.8,0.29,2.45,4.4,3.35,3,45.9,0.9915,3.39,0.54,15.2,6
6.3,0.76,0.966,4.05,1.05,26,50.5,0.99379,3.51,0.6,7.42,6
10,0.43,1.56,6.28,2.49,28,52.1,0.9984,3.22,0.68,10.5,5
10.5,0.43,1.73,3.15,2.44,24,44.1,0.99798,3.21,0.69,1.61,6
9.1,0.6,1.67,4.09,0.595,5,44.1,0.9977,3.18,0.63,15.3,6
5.9,0.19,1.95,5.39,2.07,57,37.1,0.99341,3.32,0.44,13.9,5
7.4,0.36,0.741,2.4,1.21,18,37.4,0.9933,3.38,0.88,9.96,7
7.2,0.48,0.584,1.02,2.24,10,35.1,0.99684,3.37,0.68,2.45,7
8.5,0.28,2.24,3.1,0.0188,6,51.4,0.99524,3.3,0.74,11.8,7
8,0.25,2.63,6.07,2.52,22,52.4,0.9946,3.38,0.6,15.9,6
10.4,0.52,0.476,5.06,0.697,6,39.8,0.99774,3.22,0.76,8.79,6
10.4,0.52,1.9,1.35,4.05,6,56,0.99774,3.22,0.76,17.5,6
7.5,0.41,1.8,3.72,2.75,29,46.3,0.99786,3.14,0.58,9.96,5
8.2,0.51,0.758,0.842,6.54,16,44.3,0.99764,3.34,0.64,13.5,6
7.3,0.4,2.51,4.3,1.89,33,47,0.9969,3.41,0.65,16.1,6
8.2,0.38,2.18,0.305,0.487,24,50.8,0.99624,3.27,0.85,0.144,6
6.9,0.45,1.65,5.7,3.08,6,43.2,0.99354,3.3,0.65,3.19,6
7,0.22,1.68,0.105,4.69,16,40.2,0.99672,3.61,0.82,17,6
7.3,0.32,3.27,1.6,1.36,35,55.7,0.99588,3.43,0.62,8.57,5
8.2,0.2,2.69,0.858,0.409,31,46.1,0.99672,3.53,0.81,15.7,6
7.8,0.5,1.12,0.335,2.41,6,45.3,0.996,3.28,0.87,15.6,6
10,0.41,2.68,3.73,0.718,6,48.6,0.99702,3.21,0.49,10.6,7
7.8,0.39,1.92,7.14,2.55,9,42.4,0.99526,3.39,0.66,13.1,6
10,0.35,1.47,2.3,2.08,6,51.3,0.99585,3.23,0.52,7.82,6
8.2,0.33,2.83,3.69,1.7,4,46.8,0.99473,3.3,0.76,6.71,7
6.1,0.58,3.5,0.774,0.117,16,49.7,0.99352,3.46,0.65,3.23,6
8.3,0.6,1.72,1.34,0.31,9,51.4,0.99616,3.15,0.53,13,5
9.6,0.42,2.43,2.04,2.31,17,45.1,0.99622,3.23,0.66,11.4,6
6.6,0.58,1.25,0.986,0.919,50,53.1,0.99544,3.59,0.68,16.5,6
8.3,0.6,1.22,3.11,2.89,9,40.6,0.99616,3.15,0.53,19.2,5
8.5,0.18,1.19,0.288,0.356,45,43.9,0.99524,3.33,0.76,4.69,7
5.1,0.51,1.97,0.893,5.12,16,53.2,0.9924,3.46,0.87,6.68,7
6.7,0.41,0.405,4.68,1.72,22,46.1,0.99572,3.42,1.16,1.22,6
10.2,0.41,0.528,5.12,0.665,11,36.2,0.99728,3.16,0.67,9.68,5
10.6,0.36,2.92,7.45,0.53,6,43.3,0.99676,3.14,0.72,10.5,7
8.8,0.45,1.03,1.37,0.226,12,47.1,0.99551,3.21,0.75,11,6
8.5,0.32,1.08,1.46,2.4,12,35.5,0.99434,3.14,0.71,4.32,7
9,0.785,1.84,2.33,2.37,10,45.1,0.99692,3.29,0.67,15.7,5
9,0.785,1.91,4.77,3.66,10,43.4,0.99692,3.29,0.67,21.8,5
8.5,0.44,2.53,5.57,1.23,15,43.3,0.99634,3.01,1.1,6.05,5
9.9,0.54,1.59,0.502,1.94,7,47.8,0.99709,2.94,0.98,20.6,5
8.2,0.33,2.17,1.84,1.17,29,57.5,0.99528,3.32,0.88,17.1,7
6.5,0.34,2.65,5.54,0.271,8,44.9,0.99384,3.21,0.56,0.0831,6
7.6,0.5,1.93,1.33,2.05,5,40,0.99502,3.32,0.62,5.43,6
9.2,0.36,1.25,0.0334,0.852,5,45.4,0.99667,3.2,0.67,20.4,6
7.1,0.59,0.148,0.481,4.25,26,49,0.99522,3.42,0.68,14.1,6
9.7,0.42,2.68,1.63,2.69,5,41.1,0.99649,3.27,0.74,16.6,6
7.6,0.36,2.03,5.02,1.57,26,43.5,0.99716,3.46,0.62,23.2,6
7.6,0.36,2.35,1.8,1.17,26,47.8,0.99716,3.46,0.62,15.7,6
6.5,0.61,0.281,1.2,3.81,48,45.8,0.99541,3.61,0.7,6.31,6
6.5,0.88,1.73,3.12,3.07,23,51.2,0.99572,3.58,0.5,13.7,4
7.1,0.66,1.15,0.0845,1.44,6,47.8,0.99318,3.35,0.66,13.3,7
5.6,0.915,1.29,2.08,0.718,17,51.4,0.99346,3.68,0.73,8.73,5
8.2,0.35,1.42,7.3,3.29,11,41.6,0.99599,3.27,0.81,13.7,6
8.2,0.35,0.748,1.14,5.24,11,47.6,0.99599,3.27,0.81,9.49,6
9.8,0.39,2.08,4.28,0.0633,5,39.5,0.99478,3.19,0.46,23.9,5
10.2,0.4,2,1.61,1.18,41,45.9,0.99754,3.38,0.86,11.4,6
6.8,0.66,2.04,2.7,0.0207,16,51,0.99572,3.29,0.6,7.19,5
6.7,0.64,1.33,5.77,1.01,11,46.7,0.99538,3.36,0.7,11.3,5
7,0.43,3.37,4.31,1.49,6,47.5,0.99346,3.33,0.46,8.87,6
6.6,0.8,2.11,2.49,0.782,6,40.5,0.9963,3.52,0.5,16.2,5
7,0.43,2.62,0.339,0.554,6,49.4,0.99346,3.33,0.46,18.1,6
6.7,0.64,2.6,0.493,0.693,11,43.3,0.99538,3.36,0.7,14.1,5
8.8,0.955,1.4,5.82,0.972,5,45.7,0.99616,3.3,0.44,13.1,4
9.1,0.4,1.56,1.32,0.506,6,48.2,0.99652,3.28,0.57,3.28,6
6.5,0.885,1.91,4.46,2.35,6,45.4,0.99551,3.56,0.51,12.7,5
7.2,0.25,2.96,0.842,0.231,11,50.6,0.99439,3.52,0.8,4.69,7
6.4,0.885,2.75,3.46,1.77,6,52.7,0.99551,3.56,0.51,2.07,5
7,0.745,0.422,3.5,1.9,15,41.5,0.99588,3.22,0.59,14,6
6.2,0.43,4.2,4.21,4.05,21,47.1,0.99633,3.52,0.6,14.6,6
7.9,0.58,3.39,0.0821,0.946,23,50.4,0.99686,3.21,0.58,13.3,6
7.7,0.57,2.34,1.04,2.01,4,50.3,0.99458,3.16,0.54,0.81,6
7.7,0.26,0.832,0.999,0.516,19,44.2,0.9951,3.15,0.79,0.994,6
7.9,0.58,0.962,1.54,1.04,23,49,0.99686,3.21,0.58,8.39,6
7.7,0.57,0.0781,8.08,2.2,4,33.8,0.99458,3.16,0.54,7.44,6
7.9,0.34,1.89,4.04,0.948,5,51.8,0.99419,3.27,0.54,13.8,7
8.6,0.42,1.22,2.34,2.56,6,46.1,0.99516,3.35,0.69,14.3,8
9.9,0.74,1.48,0.991,1.01,33,52.6,0.99878,3.14,0.55,8.43,5
7.2,0.36,2.15,0.886,1.98,24,51.1,0.99534,3.4,0.85,21.8,7
7.2,0.36,3.2,2.85,0.684,24,43.9,0.99534,3.4,0.85,14.2,7
7.2,0.36,1.77,3.22,2.1,24,44.5,0.99534,3.4,0.85,10.1,7
9.9,0.72,0.186,5.27,1.09,24,45.9,0.99752,3.35,0.94,8.89,5
7.2,0.36,0.527,0.943,1.79,24,47.4,0.99534,3.4,0.85,20,7
6.2,0.39,2.73,0.585,0.406,14,48.5,0.99428,3.45,0.87,12.2,7
6.8,0.65,3.28,0.968,0.0199,8,43.2,0.99498,3.35,0.62,5.79,6
6.6,0.44,0.444,3.89,1.16,22,44,0.9957,3.32,0.62,3.4,5
6.8,0.65,1.94,0.0836,2.08,8,35.8,0.99498,3.35,0.62,15,6
9.6,0.38,1.32,1.78,2.01,5,44.4,0.99659,3.15,0.75,7.34,6
10.2,0.33,3.23,1.56,3.15,6,35.4,0.99628,3.1,0.48,17.4,6
8.8,0.27,0.466,5.58,1.05,20,43.5,0.99488,3.26,0.56,8.83,6
7.9,0.57,1.89,3.19,1.22,10,50.2,0.99677,3.29,0.69,9.04,6
8.2,0.34,1.68,7.6,1.16,43,55.4,0.99408,3.23,0.81,4.26,6
8.2,0.4,2.75,1.86,5.85,8,51.5,0.996,3.24,0.69,17.5,6
9,0.39,2.94,0.509,3.11,25,52.4,0.99478,3.2,0.83,13.1,6
10.9,0.32,1.53,0.0235,0.412,17,54,0.99734,3.28,0.77,9.61,6
10.9,0.32,1.77,1.66,0.112,17,40.1,0.99734,3.28,0.77,8.69,6
8.1,0.53,2.44,8.96,0.741,33,42.5,0.99678,3.26,0.46,3.76,6
10.5,0.36,1.93,1.89,0.272,9,42.4,0.99638,3.23,0.76,11.1,6
12.6,0.39,2.17,4.31,2.29,8,42.3,0.9992,3.07,0.82,12.9,6
9.2,0.46,2.12,1.95,1.84,18,53.7,0.99922,3.15,0.51,11.7,5
7.5,0.58,1.4,3.41,0.158,27,54.5,0.99592,3.02,0.47,17.4,5
9,0.58,2.27,0.0127,0.324,8,44.4,0.99769,3.27,0.72,19.9,5
5.1,0.42,0.27,6.8,0.178,18,46.4,0.99157,3.68,0.73,10.7,7
7.6,0.43,1.25,1.42,0.0381,19,46.9,0.99718,3.4,0.64,6.51,5
7.7,0.18,0.604,1.88,1.14,15,57.7,0.9947,3.37,0.78,5.48,6
7.8,0.815,0.695,3.03,2.76,48,47.5,0.99621,3.38,0.62,5.88,5
7.6,0.43,1.13,1.91,1.79,19,55.3,0.99718,3.4,0.64,1.38,5
10.2,0.23,0.949,0.871,2.01,14,45.8,0.99614,3.23,0.49,21.4,4
7.1,0.75,1.13,4.48,0.508,11,44.6,0.99242,3.39,0.4,0.151,6
6,0.33,2.73,3.17,1.78,6,47.4,0.99572,3.3,0.56,16.3,4
7.8,0.55,1.84,1.83,1.81,7,47.3,0.99659,3.26,0.64,19.2,6
7.1,0.75,2.08,0.393,1.01,11,46.1,0.99242,3.39,0.4,11.2,6
8.1,0.73,2.25,5.42,1.39,12,53.2,0.99798,3.38,0.46,9.05,4
6.5,0.67,3.07,1.25,3.86,11,53.9,0.99488,3.45,0.56,20.2,4
7.5,0.61,0.221,3.33,1.01,36,41.5,0.99494,3.1,0.4,13.2,5
9.8,0.37,0.214,5.85,2.06,28,44.9,0.99729,3.16,0.59,9.19,5
9,0.4,1.72,3.26,0.671,15,42.4,0.99414,3.22,0.6,3.96,6
8.3,0.56,2.08,3.48,1.46,10,47.6,0.9983,3.37,0.62,1.14,5
5.9,0.29,1.1,0.545,1.69,72,59.2,0.99721,3.33,0.54,14.1,6
7.4,0.55,0.669,3.16,1.11,15,44,0.99655,3.49,0.68,7.85,5
7.4,0.74,1.12,0.509,1.27,15,53.3,0.99502,3.12,0.48,10.6,5
7.4,0.55,0.767,5.66,0.117,15,43.9,0.99655,3.49,0.68,5.81,5
6.9,0.41,1.74,1.31,1.73,22,48.1,0.9949,3.41,0.75,12.9,6
7.1,0.6,2.14,2.43,4.51,24,51.9,0.99514,3.4,0.61,5.53,6
7.1,0.6,1.05,1.02,1.83,24,38.1,0.99514,3.4,0.61,0.806,6
